group,variable,value
Mercer,8-Oct,16
Mercer,9-Oct,17
Mercer,10-Oct,11
Mercer,11-Oct,16
Mercer,12-Oct,21
Mercer,13-Oct,28
Mercer,14-Oct,11
Mercer,15-Oct,28
Mercer,16-Oct,18
Mercer,17-Oct,16
Mercer,18-Oct,17
Mercer,19-Oct,24
Mercer,20-Oct,24
Mercer,21-Oct,30
Mercer,22-Oct,24
Mercer,23-Oct,31
Mercer,24-Oct,14
Mercer,25-Oct,35
Mercer,26-Oct,41
Mercer,27-Oct,39
Mercer,28-Oct,34
Mercer,29-Oct,28
Mercer,30-Oct,39
Mercer,31-Oct,31
Mercer,1-Nov,45
Mercer,2-Nov,69
Mercer,3-Nov,60
Mercer,4-Nov,43
Mercer,5-Nov,45
Mercer,6-Nov,56
Mercer,7-Nov,56
Mercer,8-Nov,64
Mercer,9-Nov,97
Mercer,10-Nov,70
Mercer,11-Nov,56
Mercer,12-Nov,39
Mercer,13-Nov,45
Mercer,14-Nov,31
Mercer,15-Nov,43
Mercer,16-Nov,65
Mercer,17-Nov,60
Mercer,18-Nov,50
Mercer,19-Nov,22
Mercer,20-Nov,44
Mercer,21-Nov,23
Mercer,22-Nov,17
Mercer,23-Nov,40
Mercer,24-Nov,28
Mercer,25-Nov,26
Mercer,26-Nov,23
Mercer,27-Nov,37
Mercer,28-Nov,24
Mercer,29-Nov,22
Mercer,30-Nov,38
Mercer,1-Dec,27
Mercer,2-Dec,25
Mercer,3-Dec,30
Mercer,4-Dec,36
Mercer,5-Dec,25
Mercer,6-Dec,28
Mercer,7-Dec,26
Mercer,8-Dec,27
Mercer,9-Dec,21
Mercer,10-Dec,29
Mercer,11-Dec,20
Mercer,12-Dec,19
Mercer,13-Dec,16
Mercer,14-Dec,28
Mercer,15-Dec,15
Mercer,16-Dec,15
Mercer,17-Dec,28
Mercer,18-Dec,13
Mercer,19-Dec,5
Mercer,20-Dec,9
Mercer,21-Dec,26
Mercer,22-Dec,10
Mercer,23-Dec,20
Mercer,24-Dec,35
Mercer,25-Dec,16
Mercer,26-Dec,10
Mercer,27-Dec,20
Mercer,28-Dec,32
Mercer,29-Dec,21
Mercer,30-Dec,21
Mercer,31-Dec,18
Mercer,1-Jan,17
Mercer,2-Jan,22
Mercer,3-Jan,19
Mercer,4-Jan,25
Mercer,5-Jan,20
Mercer,6-Jan,17
Mercer,7-Jan,20
Mercer,8-Jan,24
Mercer,9-Jan,16
Mercer,10-Jan,9
Mercer,11-Jan,13
Mercer,12-Jan,8
Mercer,13-Jan,8
Mercer,14-Jan,15
Mercer,15-Jan,11
Mercer,16-Jan,2
Mercer,17-Jan,2
Miami,1-Aug,8
Miami,2-Aug,5
Miami,3-Aug,15
Miami,4-Aug,11
Miami,5-Aug,15
Miami,6-Aug,14
Miami,7-Aug,18
Miami,8-Aug,4
Miami,9-Aug,8
Miami,10-Aug,11
Miami,11-Aug,16
Miami,12-Aug,11
Miami,13-Aug,10
Miami,14-Aug,5
Miami,15-Aug,7
Miami,16-Aug,7
Miami,17-Aug,6
Miami,18-Aug,16
Miami,19-Aug,4
Miami,20-Aug,6
Miami,21-Aug,13
Miami,22-Aug,6
Miami,23-Aug,7
Miami,24-Aug,11
Miami,25-Aug,10
Miami,26-Aug,11
Miami,27-Aug,6
Miami,28-Aug,18
Miami,29-Aug,11
Miami,30-Aug,11
Miami,31-Aug,16
Miami,1-Sep,5
Miami,2-Sep,14
Miami,3-Sep,5
Miami,4-Sep,28
Miami,5-Sep,10
Miami,6-Sep,9
Miami,7-Sep,20
Miami,8-Sep,19
Miami,9-Sep,27
Miami,10-Sep,16
Miami,11-Sep,19
Miami,12-Sep,10
Miami,13-Sep,11
Miami,14-Sep,12
Miami,15-Sep,19
Miami,16-Sep,12
Miami,17-Sep,17
Miami,18-Sep,8
Miami,19-Sep,7
Miami,20-Sep,12
Miami,21-Sep,24
Miami,22-Sep,16
Miami,23-Sep,5
Miami,24-Sep,14
Miami,25-Sep,19
Miami,26-Sep,23
Miami,27-Sep,19
Miami,28-Sep,28
Miami,29-Sep,20
Miami,30-Sep,29
Miami,1-Oct,15
Miami,2-Oct,20
Miami,3-Oct,22
Miami,4-Oct,11
Miami,5-Oct,33
Miami,6-Oct,28
Miami,7-Oct,24
Miami,8-Oct,21
Miami,9-Oct,36
Miami,10-Oct,18
Miami,11-Oct,16
Miami,12-Oct,25
Miami,13-Oct,28
Miami,14-Oct,28
Miami,15-Oct,23
Miami,16-Oct,23
Miami,17-Oct,21
Miami,18-Oct,18
Miami,19-Oct,35
Miami,20-Oct,29
Miami,21-Oct,31
Miami,22-Oct,35
Miami,23-Oct,40
Miami,24-Oct,17
Miami,25-Oct,19
Miami,26-Oct,48
Miami,27-Oct,45
Miami,28-Oct,47
Miami,29-Oct,34
Miami,30-Oct,39
Miami,31-Oct,33
Miami,1-Nov,32
Miami,2-Nov,84
Miami,3-Nov,81
Miami,4-Nov,88
Miami,5-Nov,77
Miami,6-Nov,88
Miami,7-Nov,68
Miami,8-Nov,53
Miami,9-Nov,124
Miami,10-Nov,146
Miami,11-Nov,92
Miami,12-Nov,97
Miami,13-Nov,90
Miami,14-Nov,78
Miami,15-Nov,55
Miami,16-Nov,137
Miami,17-Nov,158
Miami,18-Nov,119
Miami,19-Nov,115
Miami,20-Nov,103
Miami,21-Nov,71
Miami,22-Nov,63
Miami,23-Nov,130
Miami,24-Nov,128
Miami,25-Nov,110
Miami,26-Nov,30
Miami,27-Nov,92
Miami,28-Nov,79
Miami,29-Nov,51
Miami,30-Nov,133
Miami,1-Dec,142
Miami,2-Dec,113
Miami,3-Dec,103
Miami,4-Dec,106
Miami,5-Dec,57
Miami,6-Dec,48
Miami,7-Dec,103
Miami,8-Dec,145
Miami,9-Dec,99
Miami,10-Dec,71
Miami,11-Dec,75
Miami,12-Dec,49
Miami,13-Dec,48
Miami,14-Dec,98
Miami,15-Dec,93
Miami,16-Dec,74
Miami,17-Dec,85
Miami,18-Dec,88
Miami,19-Dec,50
Miami,20-Dec,48
Miami,21-Dec,123
Miami,22-Dec,95
Miami,23-Dec,112
Miami,24-Dec,52
Miami,25-Dec,17
Miami,26-Dec,60
Miami,27-Dec,34
Miami,28-Dec,134
Miami,29-Dec,90
Miami,30-Dec,93
Miami,31-Dec,75
Miami,1-Jan,34
Miami,2-Jan,58
Miami,3-Jan,45
Miami,4-Jan,123
Miami,5-Jan,101
Miami,6-Jan,115
Miami,7-Jan,93
Miami,8-Jan,54
Miami,9-Jan,40
Miami,10-Jan,36
Miami,11-Jan,82
Miami,12-Jan,52
Miami,13-Jan,56
Miami,14-Jan,57
Miami,15-Jan,50
Miami,16-Jan,25
Miami,17-Jan,16
Monroe,1-Aug,0
Monroe,2-Aug,0
Monroe,3-Aug,0
Monroe,4-Aug,0
Monroe,5-Aug,3
Monroe,6-Aug,0
Monroe,7-Aug,4
Monroe,8-Aug,0
Monroe,9-Aug,0
Monroe,10-Aug,0
Monroe,11-Aug,0
Monroe,12-Aug,1
Monroe,13-Aug,0
Monroe,14-Aug,0
Monroe,15-Aug,2
Monroe,16-Aug,0
Monroe,17-Aug,0
Monroe,18-Aug,0
Monroe,19-Aug,1
Monroe,20-Aug,1
Monroe,21-Aug,0
Monroe,22-Aug,0
Monroe,23-Aug,0
Monroe,24-Aug,0
Monroe,25-Aug,0
Monroe,26-Aug,1
Monroe,27-Aug,0
Monroe,28-Aug,0
Monroe,29-Aug,0
Monroe,30-Aug,0
Monroe,31-Aug,0
Monroe,1-Sep,0
Monroe,2-Sep,0
Monroe,3-Sep,1
Monroe,4-Sep,0
Monroe,5-Sep,0
Monroe,6-Sep,1
Monroe,7-Sep,0
Monroe,8-Sep,0
Monroe,9-Sep,0
Monroe,10-Sep,0
Monroe,11-Sep,0
Monroe,12-Sep,0
Monroe,13-Sep,0
Monroe,14-Sep,0
Monroe,15-Sep,0
Monroe,16-Sep,0
Monroe,17-Sep,1
Monroe,18-Sep,2
Monroe,19-Sep,1
Monroe,20-Sep,0
Monroe,21-Sep,0
Monroe,22-Sep,1
Monroe,23-Sep,0
Monroe,24-Sep,0
Monroe,25-Sep,0
Monroe,26-Sep,0
Monroe,27-Sep,0
Monroe,28-Sep,0
Monroe,29-Sep,0
Monroe,30-Sep,1
Monroe,1-Oct,0
Monroe,2-Oct,1
Monroe,3-Oct,1
Monroe,4-Oct,0
Monroe,5-Oct,0
Monroe,6-Oct,1
Monroe,7-Oct,4
Monroe,8-Oct,4
Monroe,9-Oct,2
Monroe,10-Oct,0
Monroe,11-Oct,3
Monroe,12-Oct,8
Monroe,13-Oct,3
Monroe,14-Oct,7
Monroe,15-Oct,3
Monroe,16-Oct,3
Monroe,17-Oct,2
Monroe,18-Oct,6
Monroe,19-Oct,9
Monroe,20-Oct,3
Monroe,21-Oct,5
Monroe,22-Oct,10
Monroe,23-Oct,1
Monroe,24-Oct,3
Monroe,25-Oct,8
Monroe,26-Oct,3
Monroe,27-Oct,2
Monroe,28-Oct,1
Monroe,29-Oct,6
Monroe,30-Oct,3
Monroe,31-Oct,2
Monroe,1-Nov,1
Monroe,2-Nov,3
Monroe,3-Nov,2
Monroe,4-Nov,4
Monroe,5-Nov,3
Monroe,6-Nov,4
Monroe,7-Nov,3
Monroe,8-Nov,4
Monroe,9-Nov,8
Monroe,10-Nov,8
Monroe,11-Nov,12
Monroe,12-Nov,4
Monroe,13-Nov,11
Monroe,14-Nov,3
Monroe,15-Nov,11
Monroe,16-Nov,11
Monroe,17-Nov,7
Monroe,18-Nov,8
Monroe,19-Nov,10
Monroe,20-Nov,7
Monroe,21-Nov,9
Monroe,22-Nov,3
Monroe,23-Nov,12
Monroe,24-Nov,13
Monroe,25-Nov,9
Monroe,26-Nov,8
Monroe,27-Nov,7
Monroe,28-Nov,7
Monroe,29-Nov,15
Monroe,30-Nov,16
Monroe,1-Dec,10
Monroe,2-Dec,16
Monroe,3-Dec,10
Monroe,4-Dec,9
Monroe,5-Dec,11
Monroe,6-Dec,8
Monroe,7-Dec,14
Monroe,8-Dec,6
Monroe,9-Dec,10
Monroe,10-Dec,23
Monroe,11-Dec,9
Monroe,12-Dec,10
Monroe,13-Dec,9
Monroe,14-Dec,16
Monroe,15-Dec,6
Monroe,16-Dec,8
Monroe,17-Dec,15
Monroe,18-Dec,8
Monroe,19-Dec,11
Monroe,20-Dec,14
Monroe,21-Dec,10
Monroe,22-Dec,11
Monroe,23-Dec,11
Monroe,24-Dec,8
Monroe,25-Dec,10
Monroe,26-Dec,17
Monroe,27-Dec,5
Monroe,28-Dec,18
Monroe,29-Dec,22
Monroe,30-Dec,18
Monroe,31-Dec,15
Monroe,1-Jan,14
Monroe,2-Jan,18
Monroe,3-Jan,18
Monroe,4-Jan,20
Monroe,5-Jan,4
Monroe,6-Jan,10
Monroe,7-Jan,9
Monroe,8-Jan,10
Monroe,9-Jan,6
Monroe,10-Jan,7
Monroe,11-Jan,15
Monroe,12-Jan,7
Monroe,13-Jan,6
Monroe,14-Jan,5
Monroe,15-Jan,2
Monroe,16-Jan,1
Monroe,17-Jan,1
Montgomery,1-Aug,23
Montgomery,2-Aug,44
Montgomery,3-Aug,58
Montgomery,4-Aug,43
Montgomery,5-Aug,74
Montgomery,6-Aug,57
Montgomery,7-Aug,68
Montgomery,8-Aug,29
Montgomery,9-Aug,26
Montgomery,10-Aug,49
Montgomery,11-Aug,43
Montgomery,12-Aug,66
Montgomery,13-Aug,49
Montgomery,14-Aug,38
Montgomery,15-Aug,32
Montgomery,16-Aug,41
Montgomery,17-Aug,58
Montgomery,18-Aug,77
Montgomery,19-Aug,87
Montgomery,20-Aug,74
Montgomery,21-Aug,97
Montgomery,22-Aug,89
Montgomery,23-Aug,133
Montgomery,24-Aug,189
Montgomery,25-Aug,163
Montgomery,26-Aug,134
Montgomery,27-Aug,135
Montgomery,28-Aug,98
Montgomery,29-Aug,51
Montgomery,30-Aug,58
Montgomery,31-Aug,101
Montgomery,1-Sep,96
Montgomery,2-Sep,80
Montgomery,3-Sep,62
Montgomery,4-Sep,81
Montgomery,5-Sep,40
Montgomery,6-Sep,41
Montgomery,7-Sep,58
Montgomery,8-Sep,70
Montgomery,9-Sep,99
Montgomery,10-Sep,83
Montgomery,11-Sep,62
Montgomery,12-Sep,43
Montgomery,13-Sep,34
Montgomery,14-Sep,69
Montgomery,15-Sep,76
Montgomery,16-Sep,66
Montgomery,17-Sep,48
Montgomery,18-Sep,58
Montgomery,19-Sep,43
Montgomery,20-Sep,50
Montgomery,21-Sep,43
Montgomery,22-Sep,58
Montgomery,23-Sep,64
Montgomery,24-Sep,82
Montgomery,25-Sep,64
Montgomery,26-Sep,38
Montgomery,27-Sep,45
Montgomery,28-Sep,97
Montgomery,29-Sep,93
Montgomery,30-Sep,92
Montgomery,1-Oct,98
Montgomery,2-Oct,140
Montgomery,3-Oct,59
Montgomery,4-Oct,52
Montgomery,5-Oct,135
Montgomery,6-Oct,141
Montgomery,7-Oct,105
Montgomery,8-Oct,101
Montgomery,9-Oct,117
Montgomery,10-Oct,111
Montgomery,11-Oct,83
Montgomery,12-Oct,146
Montgomery,13-Oct,153
Montgomery,14-Oct,146
Montgomery,15-Oct,133
Montgomery,16-Oct,137
Montgomery,17-Oct,105
Montgomery,18-Oct,104
Montgomery,19-Oct,191
Montgomery,20-Oct,170
Montgomery,21-Oct,178
Montgomery,22-Oct,156
Montgomery,23-Oct,215
Montgomery,24-Oct,120
Montgomery,25-Oct,115
Montgomery,26-Oct,254
Montgomery,27-Oct,206
Montgomery,28-Oct,245
Montgomery,29-Oct,198
Montgomery,30-Oct,262
Montgomery,31-Oct,200
Montgomery,1-Nov,173
Montgomery,2-Nov,340
Montgomery,3-Nov,345
Montgomery,4-Nov,395
Montgomery,5-Nov,325
Montgomery,6-Nov,426
Montgomery,7-Nov,247
Montgomery,8-Nov,269
Montgomery,9-Nov,500
Montgomery,10-Nov,469
Montgomery,11-Nov,433
Montgomery,12-Nov,374
Montgomery,13-Nov,358
Montgomery,14-Nov,247
Montgomery,15-Nov,234
Montgomery,16-Nov,543
Montgomery,17-Nov,433
Montgomery,18-Nov,454
Montgomery,19-Nov,428
Montgomery,20-Nov,431
Montgomery,21-Nov,245
Montgomery,22-Nov,248
Montgomery,23-Nov,725
Montgomery,24-Nov,685
Montgomery,25-Nov,602
Montgomery,26-Nov,170
Montgomery,27-Nov,399
Montgomery,28-Nov,340
Montgomery,29-Nov,306
Montgomery,30-Nov,678
Montgomery,1-Dec,634
Montgomery,2-Dec,498
Montgomery,3-Dec,485
Montgomery,4-Dec,506
Montgomery,5-Dec,328
Montgomery,6-Dec,262
Montgomery,7-Dec,624
Montgomery,8-Dec,475
Montgomery,9-Dec,478
Montgomery,10-Dec,419
Montgomery,11-Dec,404
Montgomery,12-Dec,324
Montgomery,13-Dec,265
Montgomery,14-Dec,538
Montgomery,15-Dec,457
Montgomery,16-Dec,389
Montgomery,17-Dec,328
Montgomery,18-Dec,346
Montgomery,19-Dec,273
Montgomery,20-Dec,248
Montgomery,21-Dec,439
Montgomery,22-Dec,363
Montgomery,23-Dec,350
Montgomery,24-Dec,255
Montgomery,25-Dec,176
Montgomery,26-Dec,309
Montgomery,27-Dec,312
Montgomery,28-Dec,563
Montgomery,29-Dec,374
Montgomery,30-Dec,396
Montgomery,31-Dec,349
Montgomery,1-Jan,255
Montgomery,2-Jan,360
Montgomery,3-Jan,315
Montgomery,4-Jan,581
Montgomery,5-Jan,423
Montgomery,6-Jan,331
Montgomery,7-Jan,361
Montgomery,8-Jan,342
Montgomery,9-Jan,227
Montgomery,10-Jan,201
Montgomery,11-Jan,299
Montgomery,12-Jan,257
Montgomery,13-Jan,217
Montgomery,14-Jan,238
Montgomery,15-Jan,205
Montgomery,16-Jan,62
Montgomery,17-Jan,42
Morgan,1-Aug,4
Morgan,2-Aug,0
Morgan,3-Aug,1
Morgan,4-Aug,1
Morgan,5-Aug,0
Morgan,6-Aug,3
Morgan,7-Aug,0
Morgan,8-Aug,0
Morgan,9-Aug,0
Morgan,10-Aug,1
Morgan,11-Aug,0
Morgan,12-Aug,1
Morgan,13-Aug,0
Morgan,14-Aug,1
Morgan,15-Aug,0
Morgan,16-Aug,0
Morgan,17-Aug,1
Morgan,18-Aug,1
Morgan,19-Aug,1
Morgan,20-Aug,1
Morgan,21-Aug,0
Morgan,22-Aug,1
Morgan,23-Aug,0
Morgan,24-Aug,0
Morgan,25-Aug,0
Morgan,26-Aug,0
Morgan,27-Aug,0
Morgan,28-Aug,1
Morgan,29-Aug,0
Morgan,30-Aug,0
Morgan,31-Aug,0
Morgan,1-Sep,1
Morgan,2-Sep,0
Morgan,3-Sep,0
Morgan,4-Sep,0
Morgan,5-Sep,0
Morgan,6-Sep,0
Morgan,7-Sep,0
Morgan,8-Sep,0
Morgan,9-Sep,0
Morgan,10-Sep,0
Morgan,11-Sep,0
Morgan,12-Sep,0
Morgan,13-Sep,0
Morgan,14-Sep,1
Morgan,15-Sep,0
Morgan,16-Sep,1
Morgan,17-Sep,1
Morgan,18-Sep,0
Morgan,19-Sep,0
Morgan,20-Sep,0
Morgan,21-Sep,1
Morgan,22-Sep,0
Morgan,23-Sep,1
Morgan,24-Sep,1
Morgan,25-Sep,0
Morgan,26-Sep,2
Morgan,27-Sep,0
Morgan,28-Sep,0
Morgan,29-Sep,1
Morgan,30-Sep,0
Morgan,1-Oct,1
Morgan,2-Oct,1
Morgan,3-Oct,0
Morgan,4-Oct,1
Morgan,5-Oct,1
Morgan,6-Oct,1
Morgan,7-Oct,3
Morgan,8-Oct,0
Morgan,9-Oct,0
Morgan,10-Oct,2
Morgan,11-Oct,4
Morgan,12-Oct,2
Morgan,13-Oct,2
Morgan,14-Oct,0
Morgan,15-Oct,0
Morgan,16-Oct,4
Morgan,17-Oct,2
Morgan,18-Oct,1
Morgan,19-Oct,5
Morgan,20-Oct,1
Morgan,21-Oct,0
Morgan,22-Oct,2
Morgan,23-Oct,2
Morgan,24-Oct,2
Morgan,25-Oct,4
Morgan,26-Oct,3
Morgan,27-Oct,2
Morgan,28-Oct,2
Morgan,29-Oct,5
Morgan,30-Oct,2
Morgan,31-Oct,3
Morgan,1-Nov,4
Morgan,2-Nov,10
Morgan,3-Nov,0
Morgan,4-Nov,6
Morgan,5-Nov,10
Morgan,6-Nov,3
Morgan,7-Nov,0
Morgan,8-Nov,5
Morgan,9-Nov,13
Morgan,10-Nov,10
Morgan,11-Nov,6
Morgan,12-Nov,8
Morgan,13-Nov,7
Morgan,14-Nov,6
Morgan,15-Nov,4
Morgan,16-Nov,15
Morgan,17-Nov,11
Morgan,18-Nov,10
Morgan,19-Nov,22
Morgan,20-Nov,7
Morgan,21-Nov,9
Morgan,22-Nov,18
Morgan,23-Nov,10
Morgan,24-Nov,12
Morgan,25-Nov,7
Morgan,26-Nov,11
Morgan,27-Nov,18
Morgan,28-Nov,12
Morgan,29-Nov,10
Morgan,30-Nov,25
Morgan,1-Dec,12
Morgan,2-Dec,19
Morgan,3-Dec,12
Morgan,4-Dec,21
Morgan,5-Dec,4
Morgan,6-Dec,16
Morgan,7-Dec,18
Morgan,8-Dec,8
Morgan,9-Dec,14
Morgan,10-Dec,14
Morgan,11-Dec,5
Morgan,12-Dec,9
Morgan,13-Dec,7
Morgan,14-Dec,13
Morgan,15-Dec,6
Morgan,16-Dec,4
Morgan,17-Dec,3
Morgan,18-Dec,9
Morgan,19-Dec,6
Morgan,20-Dec,3
Morgan,21-Dec,4
Morgan,22-Dec,2
Morgan,23-Dec,6
Morgan,24-Dec,4
Morgan,25-Dec,6
Morgan,26-Dec,7
Morgan,27-Dec,5
Morgan,28-Dec,10
Morgan,29-Dec,9
Morgan,30-Dec,9
Morgan,31-Dec,6
Morgan,1-Jan,4
Morgan,2-Jan,6
Morgan,3-Jan,8
Morgan,4-Jan,10
Morgan,5-Jan,1
Morgan,6-Jan,5
Morgan,7-Jan,10
Morgan,8-Jan,10
Morgan,9-Jan,8
Morgan,10-Jan,8
Morgan,11-Jan,14
Morgan,12-Jan,9
Morgan,13-Jan,8
Morgan,14-Jan,6
Morgan,15-Jan,5
Morgan,16-Jan,3
Morgan,17-Jan,1
Morrow,1-Aug,2
Morrow,2-Aug,0
Morrow,3-Aug,6
Morrow,4-Aug,2
Morrow,5-Aug,2
Morrow,6-Aug,1
Morrow,7-Aug,5
Morrow,8-Aug,2
Morrow,9-Aug,4
Morrow,10-Aug,5
Morrow,11-Aug,3
Morrow,12-Aug,1
Morrow,13-Aug,3
Morrow,14-Aug,2
Morrow,15-Aug,3
Morrow,16-Aug,3
Morrow,17-Aug,5
Morrow,18-Aug,4
Morrow,19-Aug,2
Morrow,20-Aug,1
Morrow,21-Aug,2
Morrow,22-Aug,0
Morrow,23-Aug,2
Morrow,24-Aug,2
Morrow,25-Aug,4
Morrow,26-Aug,3
Morrow,27-Aug,1
Morrow,28-Aug,1
Morrow,29-Aug,0
Morrow,30-Aug,0
Morrow,31-Aug,0
Morrow,1-Sep,0
Morrow,2-Sep,2
Morrow,3-Sep,0
Morrow,4-Sep,0
Morrow,5-Sep,0
Morrow,6-Sep,0
Morrow,7-Sep,2
Morrow,8-Sep,0
Morrow,9-Sep,1
Morrow,10-Sep,2
Morrow,11-Sep,2
Morrow,12-Sep,0
Morrow,13-Sep,0
Morrow,14-Sep,4
Morrow,15-Sep,0
Morrow,16-Sep,2
Morrow,17-Sep,2
Morrow,18-Sep,4
Morrow,19-Sep,0
Morrow,20-Sep,1
Morrow,21-Sep,1
Morrow,22-Sep,3
Morrow,23-Sep,2
Morrow,24-Sep,0
Morrow,25-Sep,0
Morrow,26-Sep,0
Morrow,27-Sep,1
Morrow,28-Sep,3
Morrow,29-Sep,4
Morrow,30-Sep,1
Morrow,1-Oct,1
Morrow,2-Oct,0
Morrow,3-Oct,2
Morrow,4-Oct,3
Morrow,5-Oct,8
Morrow,6-Oct,4
Morrow,7-Oct,3
Morrow,8-Oct,4
Morrow,9-Oct,5
Morrow,10-Oct,9
Morrow,11-Oct,3
Morrow,12-Oct,4
Morrow,13-Oct,9
Morrow,14-Oct,6
Morrow,15-Oct,7
Morrow,16-Oct,8
Morrow,17-Oct,12
Morrow,18-Oct,6
Morrow,19-Oct,6
Morrow,20-Oct,2
Morrow,21-Oct,16
Morrow,22-Oct,14
Morrow,23-Oct,14
Morrow,24-Oct,17
Morrow,25-Oct,13
Morrow,26-Oct,15
Morrow,27-Oct,14
Morrow,28-Oct,22
Morrow,29-Oct,17
Morrow,30-Oct,7
Morrow,31-Oct,8
Morrow,1-Nov,29
Morrow,2-Nov,16
Morrow,3-Nov,11
Morrow,4-Nov,15
Morrow,5-Nov,16
Morrow,6-Nov,16
Morrow,7-Nov,19
Morrow,8-Nov,12
Morrow,9-Nov,21
Morrow,10-Nov,27
Morrow,11-Nov,21
Morrow,12-Nov,21
Morrow,13-Nov,20
Morrow,14-Nov,22
Morrow,15-Nov,18
Morrow,16-Nov,22
Morrow,17-Nov,38
Morrow,18-Nov,20
Morrow,19-Nov,16
Morrow,20-Nov,16
Morrow,21-Nov,15
Morrow,22-Nov,15
Morrow,23-Nov,33
Morrow,24-Nov,29
Morrow,25-Nov,43
Morrow,26-Nov,16
Morrow,27-Nov,36
Morrow,28-Nov,33
Morrow,29-Nov,18
Morrow,30-Nov,35
Morrow,1-Dec,36
Morrow,2-Dec,25
Morrow,3-Dec,19
Morrow,4-Dec,26
Morrow,5-Dec,12
Morrow,6-Dec,12
Morrow,7-Dec,29
Morrow,8-Dec,33
Morrow,9-Dec,32
Morrow,10-Dec,29
Morrow,11-Dec,18
Morrow,12-Dec,18
Morrow,13-Dec,20
Morrow,14-Dec,38
Morrow,15-Dec,22
Morrow,16-Dec,29
Morrow,17-Dec,21
Morrow,18-Dec,27
Morrow,19-Dec,13
Morrow,20-Dec,15
Morrow,21-Dec,35
Morrow,22-Dec,16
Morrow,23-Dec,28
Morrow,24-Dec,20
Morrow,25-Dec,8
Morrow,26-Dec,21
Morrow,27-Dec,14
Morrow,28-Dec,45
Morrow,29-Dec,26
Morrow,30-Dec,22
Morrow,31-Dec,14
Morrow,1-Jan,19
Morrow,2-Jan,29
Morrow,3-Jan,23
Morrow,4-Jan,31
Morrow,5-Jan,24
Morrow,6-Jan,27
Morrow,7-Jan,20
Morrow,8-Jan,14
Morrow,9-Jan,14
Morrow,10-Jan,14
Morrow,11-Jan,24
Morrow,12-Jan,15
Morrow,13-Jan,13
Morrow,14-Jan,18
Morrow,15-Jan,9
Morrow,16-Jan,4
Morrow,17-Jan,6
Muskingum,1-Aug,10
Muskingum,2-Aug,5
Muskingum,3-Aug,5
Muskingum,4-Aug,10
Muskingum,5-Aug,7
Muskingum,6-Aug,1
Muskingum,7-Aug,2
Muskingum,8-Aug,4
Muskingum,9-Aug,2
Muskingum,10-Aug,5
Muskingum,11-Aug,6
Muskingum,12-Aug,0
Muskingum,13-Aug,2
Muskingum,14-Aug,14
Muskingum,15-Aug,0
Muskingum,16-Aug,1
Muskingum,17-Aug,1
Muskingum,18-Aug,2
Muskingum,19-Aug,0
Muskingum,20-Aug,0
Muskingum,21-Aug,1
Muskingum,22-Aug,0
Muskingum,23-Aug,0
Muskingum,24-Aug,4
Muskingum,25-Aug,4
Muskingum,26-Aug,1
Muskingum,27-Aug,3
Muskingum,28-Aug,3
Muskingum,29-Aug,2
Muskingum,30-Aug,1
Muskingum,31-Aug,4
Muskingum,1-Sep,4
Muskingum,2-Sep,3
Muskingum,3-Sep,3
Muskingum,4-Sep,6
Muskingum,5-Sep,2
Muskingum,6-Sep,5
Muskingum,7-Sep,4
Muskingum,8-Sep,5
Muskingum,9-Sep,6
Muskingum,10-Sep,3
Muskingum,11-Sep,2
Muskingum,12-Sep,1
Muskingum,13-Sep,5
Muskingum,14-Sep,4
Muskingum,15-Sep,9
Muskingum,16-Sep,9
Muskingum,17-Sep,5
Muskingum,18-Sep,9
Muskingum,19-Sep,7
Muskingum,20-Sep,9
Muskingum,21-Sep,11
Muskingum,22-Sep,14
Muskingum,23-Sep,17
Muskingum,24-Sep,10
Muskingum,25-Sep,10
Muskingum,26-Sep,20
Muskingum,27-Sep,17
Muskingum,28-Sep,21
Muskingum,29-Sep,20
Muskingum,30-Sep,20
Muskingum,1-Oct,9
Muskingum,2-Oct,19
Muskingum,3-Oct,25
Muskingum,4-Oct,10
Muskingum,5-Oct,18
Muskingum,6-Oct,11
Muskingum,7-Oct,18
Muskingum,8-Oct,16
Muskingum,9-Oct,27
Muskingum,10-Oct,11
Muskingum,11-Oct,15
Muskingum,12-Oct,25
Muskingum,13-Oct,13
Muskingum,14-Oct,40
Muskingum,15-Oct,17
Muskingum,16-Oct,15
Muskingum,17-Oct,19
Muskingum,18-Oct,15
Muskingum,19-Oct,18
Muskingum,20-Oct,19
Muskingum,21-Oct,25
Muskingum,22-Oct,16
Muskingum,23-Oct,21
Muskingum,24-Oct,18
Muskingum,25-Oct,9
Muskingum,26-Oct,29
Muskingum,27-Oct,30
Muskingum,28-Oct,25
Muskingum,29-Oct,28
Muskingum,30-Oct,36
Muskingum,31-Oct,19
Muskingum,1-Nov,25
Muskingum,2-Nov,42
Muskingum,3-Nov,45
Muskingum,4-Nov,39
Muskingum,5-Nov,64
Muskingum,6-Nov,62
Muskingum,7-Nov,53
Muskingum,8-Nov,48
Muskingum,9-Nov,79
Muskingum,10-Nov,71
Muskingum,11-Nov,79
Muskingum,12-Nov,54
Muskingum,13-Nov,92
Muskingum,14-Nov,56
Muskingum,15-Nov,62
Muskingum,16-Nov,101
Muskingum,17-Nov,82
Muskingum,18-Nov,73
Muskingum,19-Nov,60
Muskingum,20-Nov,77
Muskingum,21-Nov,59
Muskingum,22-Nov,54
Muskingum,23-Nov,114
